Family,Subfamily,Tribe,Genus,Specific Epithet,Subgenus,Infraspecific Epithet,Scientific Name Authorship,Identification References,Sociality,Sociality Type,Sociality Multiple Types,Sociality Data Accuracy,Sociality References,Cleptoparasites Hosts,Cleptoparasites Hosts References,Buzzing Capacity,Buzzing Capacity Data Accuracy,Buzzing Capacity References,Nesting Position,Nesting Remarks,Nesting Method,Nesting Substrate,Nesting Agreggation,Nesting Data Accuracy,Nesting Artificial,Nesting Population Range,Nesting Population Average,Nesting Brood Cell Types,Nesting References,Intertegular Distance Average,Intertegular Distance Classes,Intertegular Distance Subclasses,Intertegular Distance Females,Intertegular Distance Males,Intertegular Distance Workers,Intertegular Distance References,Uses human made structures
Megachilidae,Megachilinae,Megachilini,Megachile,vestis,Chrysosarus,,"Mitchell, 1930","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,virescens,Pseudocentron,,"Cockerell, 1912","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,xanthura,Ptilosarus,,"Spinola, 1853","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,ypiranguensis,Sayapis,,"Schrottky, 1913","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Megachilidae,Megachilinae,Megachilini,Megachile,zernyi,Neochelynia,,"Alfken, 1933","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,no information,no information,yes
Halictidae,Halictinae,Augochlorini,Megalopta,genalis,,,"Meade-Waldo, 1916","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,diverse,solitary;  communal;  semisocial,genus,"Santos, L. M. and Gabriel A. R. Melo 2015. ""Updating the taxonomy of the bee genus Megalopta ( Hymenoptera?: Apidae , Augochlorini ) including revision of the Brazilian species"". Journal of Natural History 49(11–12): 575–674. https://doi.org/10.1080/00222933.2014.946106 | Santos, Leandro M., Simon M. Tierney, and William T. Wcislo. 2010. “Nest Descriptions of Megalopta Aegis (Vachal) and M. Guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado”. Revista Brasileira de Entomologia 54 (2): 332–34. https://doi.org/10.1590/S0085-56262010000200018. | Danforth, Bryan. N., and George. C. Eickwort. “The Evolution of Social Behavior in the Augochlorine Sweat Bees (Hymenoptera: Halictidae) Based on a Phylogenetic Analysis of the Genera.” Chapter. In The Evolution of Social Behaviour in Insects and Arachnids, edited by Jae C. Choe and Bernard J. Crespi, 270–92. Cambridge: Cambridge University Press, 1997. doi:10.1017/CBO9780511721953.014. | Wcislo, W. T., and V. H. Gonzalez. 2006. “Social and Ecological Contexts of Trophallaxis in Facultatively Social Sweat Bees, Megalopta genalis and M. ecuadoria (Hymenoptera, Halictidae)”. Insectes Sociaux 53 (2): 220–25. https://doi.org/10.1007/s00040-005-0861-6.",no information,no information,yes,species,"Mori, Scott. A., Carol A. Gracie, Edmund F. Hecklau, Tatyana A. Lobova, Amy Berkov, and Jean-Jacques Granville. 2005. ""Documenting Plant Diversity in Central French Guiana: the First Step Toward Understanding Biocomplexity"". Biologiske Skrifter 55: 11-24.",above ground,no information,excavate,wood,no,genus,no information,no information,no information,no information,"Santos, Leandro M., Simon M. Tierney, and William T. Wcislo. 2010. “Nest Descriptions of Megalopta Aegis (Vachal) and M. Guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado”. Revista Brasileira de Entomologia 54 (2): 332–34. https://doi.org/10.1590/S0085-56262010000200018.",no information,no information,no information,no information,no information,no information,no information,no
Halictidae,Halictinae,Augochlorini,Megalopta,lecointei,,,"Friese, 1926","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,diverse,solitary;  communal;  semisocial,genus,"Santos, L. M. and Gabriel A. R. Melo 2015. ""Updating the taxonomy of the bee genus Megalopta ( Hymenoptera?: Apidae , Augochlorini ) including revision of the Brazilian species"". Journal of Natural History 49(11–12): 575–674. https://doi.org/10.1080/00222933.2014.946106 | Santos, Leandro M., Simon M. Tierney, and William T. Wcislo. 2010. “Nest Descriptions of Megalopta Aegis (Vachal) and M. Guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado”. Revista Brasileira de Entomologia 54 (2): 332–34. https://doi.org/10.1590/S0085-56262010000200018. | Danforth, Bryan. N., and George. C. Eickwort. “The Evolution of Social Behavior in the Augochlorine Sweat Bees (Hymenoptera: Halictidae) Based on a Phylogenetic Analysis of the Genera.” Chapter. In The Evolution of Social Behaviour in Insects and Arachnids, edited by Jae C. Choe and Bernard J. Crespi, 270–92. Cambridge: Cambridge University Press, 1997. doi:10.1017/CBO9780511721953.014. | Wcislo, W. T., and V. H. Gonzalez. 2006. “Social and Ecological Contexts of Trophallaxis in Facultatively Social Sweat Bees, Megalopta genalis and M. ecuadoria (Hymenoptera, Halictidae)”. Insectes Sociaux 53 (2): 220–25. https://doi.org/10.1007/s00040-005-0861-6.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,no information,excavate,wood,no,genus,no information,no information,no information,no information,"Santos, Leandro M., Simon M. Tierney, and William T. Wcislo. 2010. “Nest Descriptions of Megalopta Aegis (Vachal) and M. Guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado”. Revista Brasileira de Entomologia 54 (2): 332–34. https://doi.org/10.1590/S0085-56262010000200018.",no information,no information,no information,no information,no information,no information,no information,no
Halictidae,Halictinae,Augochlorini,Megalopta,purpurata,,,"Smith, 1879","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,diverse,solitary;  communal;  semisocial,genus,"Santos, L. M. and Gabriel A. R. Melo 2015. ""Updating the taxonomy of the bee genus Megalopta ( Hymenoptera?: Apidae , Augochlorini ) including revision of the Brazilian species"". Journal of Natural History 49(11–12): 575–674. https://doi.org/10.1080/00222933.2014.946106 | Santos, Leandro M., Simon M. Tierney, and William T. Wcislo. 2010. “Nest Descriptions of Megalopta Aegis (Vachal) and M. Guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado”. Revista Brasileira de Entomologia 54 (2): 332–34. https://doi.org/10.1590/S0085-56262010000200018. | Danforth, Bryan. N., and George. C. Eickwort. “The Evolution of Social Behavior in the Augochlorine Sweat Bees (Hymenoptera: Halictidae) Based on a Phylogenetic Analysis of the Genera.” Chapter. In The Evolution of Social Behaviour in Insects and Arachnids, edited by Jae C. Choe and Bernard J. Crespi, 270–92. Cambridge: Cambridge University Press, 1997. doi:10.1017/CBO9780511721953.014. | Wcislo, W. T., and V. H. Gonzalez. 2006. “Social and Ecological Contexts of Trophallaxis in Facultatively Social Sweat Bees, Megalopta genalis and M. ecuadoria (Hymenoptera, Halictidae)”. Insectes Sociaux 53 (2): 220–25. https://doi.org/10.1007/s00040-005-0861-6.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,no information,excavate,wood,no,genus,no information,no information,no information,no information,"Santos, Leandro M., Simon M. Tierney, and William T. Wcislo. 2010. “Nest Descriptions of Megalopta Aegis (Vachal) and M. Guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado”. Revista Brasileira de Entomologia 54 (2): 332–34. https://doi.org/10.1590/S0085-56262010000200018.",no information,no information,no information,no information,no information,no information,no information,no
Halictidae,Halictinae,Augochlorini,Megaloptidia,contradicta,,,"(Cockerell, 1900)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,no information,,tribe,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",no information,no information,no information,no information,no information,NA,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information
Halictidae,Halictinae,Augochlorini,Megaloptidia,nocturna,,,"(Friese, 1926)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,no information,,tribe,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",no information,no information,no information,no information,no information,NA,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information
Halictidae,Halictinae,Augochlorini,Megaloptina,festivaga,,,"(Dalla Torre, 1896)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,cleptoparasitic,,genus,"Gonçalves, Rodrigo B. 2016. “A Molecular and Morphological Phylogeny of the Extant Augochlorini (Hymenoptera, Apoidea) with Comments on Implications for Biogeography”. Systematic Entomology 41 (2): 430–40. https://doi.org/10.1111/syen.12166.",no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,NA,unable,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information
Halictidae,Halictinae,Augochlorini,Megaloptina,minuta,,,"(Friese, 1926)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,cleptoparasitic,,genus,"Gonçalves, Rodrigo B. 2016. “A Molecular and Morphological Phylogeny of the Extant Augochlorini (Hymenoptera, Apoidea) with Comments on Implications for Biogeography”. Systematic Entomology 41 (2): 430–40. https://doi.org/10.1111/syen.12166.",no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,NA,unable,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,no information
